# SCOWL/ESDB word -> frequency-size-bucket tier (0=most common; see
# build_lexicon.py's docstring for what this is and how to regenerate
# it, and ACKNOWLEDGEMENTS.md for the source and license). Trimmed to
# just the words already present in Source/Data/latin-words.txt's
# source list -- this is a rank annotation, not a word-list source.
aloeswood	4
aloetic	5
aloft	0
alogical	5
alogically	5
aloin	4
alone	0
aloneness	4
along	0
alongshore	3
alongside	0
aloof	0
aloofly	3
aloofness	2
alopecia	3
aloud	0
alow	4
alp	3
alpaca	2
alpenglow	4
alpenhorn	4
alpenstock	4
alpestrine	4
alpha	0
alphabet	0
alphabetic	0
alphabetical	0
alphabetically	0
alphabetization	3
alphabetize	2
alphabetizer	3
alphanumeric	0
alphorn	4
alphosis	4
alpine	1
already	0
alright	1
also	0
alt	3
altar	0
altarpiece	3
altazimuth	4
alter	0
alterability	5
alterable	0
alterably	5
alterant	4
alteration	0
alterative	4
altercate	4
altercation	1
alterer	5
alterity	5
alternant	4
alternate	0
alternately	0
alternateness	5
alternating	0
alternation	0
alternative	0
alternatively	0
